chrom,start,end,CC_R1,CC_R2,CC_R3,SCRT1_R1,SCRT1_R2,SCRT1_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr10,6275059,6275559,4.342863786170354,3.929814565278516,3.11128963935788,3.404663679178868,3.0077242140763256,3.55762024271945,,,,"['ATF3', 'BATF', 'DMC1', 'EHF', 'ELF1', 'ELF3', 'ELF4', 'ELK1', 'ELK4', 'ERG', 'ESRRA', 'ETS1', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOSL1', 'FOSL2', 'GABPA', 'GLI3', 'JUN', 'JUNB', 'KLF10', 'MEIS1', 'MYBL2', 'PLAGL1', 'RARA', 'SMAD2', 'SMAD3', 'SMAD4', 'SPDEF', 'SPI1', 'TAL1', 'TBX5', 'TBX6', 'TFAP2A', 'TFAP2C', 'TGIF1', 'TGIF2', 'THRB', 'ZIC1', 'ZNF263', 'ZNF711']","['CTCF', 'SP2', 'ZBTB17', 'ZBTB6', 'ZNF10', 'ZNF189', 'ZNF335', 'ZNF394', 'ZNF518A', 'ZNF600']","['H3K27ac', 'H3K4me3']"
chr10,12214597,12215097,3.143933849257246,4.026413843062587,3.4587304708119397,2.363011389157148,2.801316858445648,3.214516024715853,"['CAMK1D', 'NUDT5']","[-0.256978392479221, -0.0780521484092025]","[0.095799463118106, 0.561244164668577]","['BCL6', 'DLX1', 'EBF1', 'EN1', 'EOMES', 'FOXD3', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXD11', 'HOXD12', 'ISL1', 'LHX1', 'LHX3', 'NANOG', 'NKX6-1', 'OLIG2', 'PDX1', 'PITX1', 'SMAD3', 'TBP', 'TBR1', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'TGIF1', 'TGIF2']","['CTCF', 'KLF8', 'ZNF324', 'ZNF362', 'ZNF384', 'ZNF518A', 'ZNF629', 'ZNF654', 'ZNF660', 'ZSCAN21', 'ZXDB']",['H3K4me1']
chr10,12264261,12264761,2.777456480146388,2.387923786213688,2.487586319799913,2.4155347745455504,1.9764197188577528,2.745822088492781,"['CAMK1D', 'NUDT5']","[-0.256978392479221, -0.0780521484092025]","[0.095799463118106, 0.561244164668577]","['AR', 'BCL6', 'DMC1', 'ESRRA', 'IRF4', 'KLF14', 'MAZ', 'MYB', 'NANOG', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-2', 'NPAS4', 'SOX15', 'SOX3', 'SP2', 'SP5', 'STAT4', 'STAT5A', 'TGIF1', 'TGIF2', 'THRB', 'ZFX', 'ZIC1', 'ZNF263', 'ZNF711']","['ATF2', 'BCL6B', 'CTCF', 'EGR2', 'GLIS1', 'HIC1', 'IKZF3', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF7', 'KLF8', 'KLF9', 'L3MBTL2', 'MAZ', 'MZF1', 'OSR2', 'PATZ1', 'PRDM10', 'REST', 'SP2', 'SP3', 'SP7', 'TSHZ1', 'WT1', 'YY1', 'YY2', 'ZBTB1', 'ZBTB12', 'ZBTB17', 'ZBTB26', 'ZBTB44', 'ZBTB48', 'ZBTB6', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZIC2', 'ZNF10', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF263', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF384', 'ZNF394', 'ZNF423', 'ZNF501', 'ZNF513', 'ZNF558', 'ZNF561', 'ZNF600', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF770', 'ZNF843', 'ZSCAN16', 'ZSCAN21', 'ZSCAN23', 'ZSCAN30', 'ZSCAN4', 'ZSCAN5C', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr10,12448548,12449128,3.075851010105779,3.5726669673657523,2.564459243090488,2.371364946272432,2.702604909357444,2.9670760603959434,"['CAMK1D', 'CCDC3']","[-0.256978392479221, -0.540050529373876]","[0.095799463118106, 0.0020855803584323]","['AR', 'ARNT', 'ATF3', 'BACH1', 'BACH2', 'BATF', 'BHLHE41', 'CUX1', 'EHF', 'ELF1', 'ELF4', 'ELF5', 'ELK1', 'ELK4', 'EPAS1', 'ERG', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOSL1', 'FOSL2', 'GABPA', 'HIF1A', 'JUN', 'JUNB', 'MAFA', 'MAFB', 'MAFK', 'NANOG', 'NFE2', 'NFE2L2', 'PLAGL1', 'PRDM15', 'RUNX1']","['ATF2', 'BCL11A', 'BCL6B', 'FEZF1', 'GFI1B', 'GLI2', 'HIC1', 'IKZF3', 'INSM2', 'KLF10', 'KLF8', 'KLF9', 'MAZ', 'OSR2', 'OVOL3', 'PATZ1', 'PRDM10', 'PRDM4', 'PRDM6', 'SCRT2', 'SP3', 'SP7', 'TRIM28', 'TSHZ1', 'ZBTB1', 'ZBTB11', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB48', 'ZBTB7A', 'ZEB1', 'ZEB2', 'ZFP37', 'ZFP69B', 'ZNF10', 'ZNF146', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF263', 'ZNF266', 'ZNF324', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF37A', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF488', 'ZNF501', 'ZNF513', 'ZNF518A', 'ZNF558', 'ZNF580', 'ZNF600', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF768', 'ZNF770', 'ZNF792', 'ZNF843', 'ZSCAN18', 'ZSCAN21', 'ZSCAN23', 'ZSCAN30', 'ZSCAN5C', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr10,12710752,12711350,3.4992508514619862,3.805898495116588,4.205369512538673,3.4290139237209507,3.2170864082686643,3.4853738867334108,"['CAMK1D', 'CCDC3']","[-0.256978392479221, -0.540050529373876]","[0.095799463118106, 0.0020855803584323]","['AR', 'ATF4', 'BCL6', 'CRX', 'DDIT3', 'EGR1', 'FOXH1', 'GSC', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'LHX3', 'MYB', 'MYBL1', 'MYBL2', 'NKX6-1', 'OTX2', 'PITX1', 'STAT1', 'STAT3', 'STAT4', 'STAT5A', 'THRB', 'WT1']","['ATF2', 'CTCF', 'KLF16', 'PRDM10', 'SCRT2', 'SP3', 'SP7', 'TRIM28', 'YY2', 'ZBTB17', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZNF2', 'ZNF335', 'ZNF366', 'ZNF518A', 'ZNF561', 'ZNF654', 'ZNF660', 'ZNF692', 'ZSCAN18']","['H3K27ac', 'H3K4me1']"
chr10,12844946,12845446,2.2831568140053333,2.811971211942092,2.096362393495302,2.055060274097479,2.4456770518331936,2.0451878639065515,"['CAMK1D', 'CCDC3']","[-0.256978392479221, -0.540050529373876]","[0.095799463118106, 0.0020855803584323]","['BCL6', 'ELF4', 'ELK1', 'EOMES', 'ERG', 'ETS1', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOXA1', 'FOXA2', 'FOXF1', 'FOXK1', 'FOXK2', 'FOXL2', 'FOXM1', 'FOXO1', 'FOXO3', 'FOXP1', 'GABPA', 'HOXA13', 'HOXD13', 'KLF5', 'KLF6', 'MAFB', 'MEIS1', 'NFIA', 'NR2E1', 'PRDM15', 'RBPJ', 'SPI1', 'STAT3', 'STAT4', 'STAT6', 'TAL1', 'TBR1', 'TGIF1', 'TGIF2', 'THRB', 'ZNF189', 'ZNF341']","['FEZF1', 'PRDM10', 'PRDM6', 'SP7', 'ZEB2', 'ZFP37', 'ZNF366', 'ZNF629']","['H3K4me1', 'H3K4me3']"
chr10,13672748,13673316,2.1917816090337987,2.261395635623498,2.941017070168584,4.287613740625424,3.8755562789769327,3.789446537222213,['FRMD4A'],[0.194204389345718],[0.362892032907018],"['AR', 'ARNTL', 'CDX4', 'EOMES', 'FOXH1', 'HOXA11', 'HOXA13', 'HOXD11', 'HOXD13', 'NKX2-1', 'NKX2-2', 'NPAS1', 'PITX1', 'POU1F1', 'SOX10', 'SOX15', 'SOX2', 'SOX3', 'SOX4', 'SOX6', 'SOX9', 'TAL1', 'TBR1', 'TBX5', 'TGIF1', 'TGIF2', 'THRB', 'TP53', 'TP63', 'TP73', 'ZIC1', 'ZNF416', 'ZNF7']","['PRDM6', 'TRIM28', 'WT1', 'ZIC2', 'ZNF341', 'ZNF398']","['H3K27ac', 'H3K4me1']"
chr10,13758147,13758850,7.7112495223228015,11.088538509859116,11.626133201307326,14.596795473098965,15.21061124965058,17.456807871394872,['FRMD4A'],[0.194204389345718],[0.362892032907018],"['ARNT', 'ARNTL', 'GATA1', 'GATA2', 'GATA3', 'GATA4', 'GATA5', 'KLF14', 'KLF5', 'MNT', 'NANOG', 'NPAS1', 'PDX1', 'PLAGL1', 'SP5', 'TAL1', 'THRB', 'TP53', 'TP63', 'TRPS1', 'TWIST1', 'TWIST2', 'ZBTB7A', 'ZNF692']","['PRDM10', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB44', 'ZFHX2', 'ZFP69B', 'ZNF324', 'ZNF335', 'ZNF547', 'ZNF692']","['H3K27ac', 'H3K4me1']"
chr10,14562652,14563253,2.454901957988578,2.7268974706780105,3.47297369855722,4.259231763103608,4.659679060195371,4.391571097284098,['FRMD4A'],[0.194204389345718],[0.362892032907018],"['ARNTL', 'CUX1', 'CUX2', 'DMC1', 'EBF2', 'GATA1', 'GATA2', 'GATA3', 'GATA4', 'GATA5', 'HLF', 'HOXA9', 'HOXD12', 'ISL1', 'LHX3', 'MNT', 'NPAS1', 'NPAS2', 'ONECUT1', 'ONECUT2', 'PGR', 'PITX1', 'POU1F1', 'TFCP2L1', 'THRB', 'TP53', 'TP63', 'TP73', 'TRPS1']","['FEZF1', 'IKZF3', 'OSR2', 'PRDM4', 'PRDM6', 'TRIM28', 'ZBTB17', 'ZBTB44', 'ZNF394', 'ZNF664']",['H3K4me1']
chr10,15703250,15703853,4.015800580566755,3.669470323378326,2.9907710903305738,3.4589040564165967,2.7829924853595114,3.205232642847624,,,,"['AR', 'ATF4', 'BARX1', 'CEBPA', 'CRX', 'DDIT3', 'DMRT1', 'DMRTB1', 'EBF1', 'EOMES', 'FOXH1', 'GATA3', 'GSC', 'HLF', 'HOXA10', 'HOXA9', 'NFIL3', 'OTX2', 'PDX1', 'PGR', 'PHOX2A', 'PITX1', 'PRDM1', 'SOX9', 'TGIF2', 'TRPS1']","['ATF2', 'BCL6B', 'FEZF1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF8', 'MAZ', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM4', 'SCRT2', 'SP7', 'TRIM28', 'WT1', 'ZBTB17', 'ZBTB21', 'ZEB2', 'ZFP69B', 'ZNF10', 'ZNF184', 'ZNF189', 'ZNF214', 'ZNF24', 'ZNF324', 'ZNF362', 'ZNF366', 'ZNF398', 'ZNF518A', 'ZNF580', 'ZNF600', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF692', 'ZNF843', 'ZSCAN18', 'ZSCAN21', 'ZSCAN4', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr10,17062332,17062959,2.64256573321821,3.283357470206492,2.1850792853422494,2.1722360601187667,2.6544837147120277,3.0333498605384266,,,,"['AR', 'ARNTL', 'ATF1', 'ATF2', 'ATF7', 'BHLHA15', 'CREB1', 'CREB5', 'CRX', 'DLX1', 'DLX2', 'DMC1', 'DMRT1', 'DMRTB1', 'EHF', 'ELF4', 'ELK1', 'ELK4', 'EN1', 'ERG', 'ETS1', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOXO1', 'GABPA', 'JUN', 'JUND', 'MAX', 'MEIS1', 'MITF', 'MYC', 'MYCN', 'NEUROG2', 'NFATC1', 'NFIL3', 'NKX6-1', 'NPAS1', 'NPAS2', 'OLIG2', 'PTF1A', 'RARA', 'RBPJ', 'SIX2', 'SPI1', 'TAL1', 'TCF21', 'TCF4', 'TGIF1', 'TGIF2', 'THRB', 'TWIST2', 'ZBTB18', 'ZNF264', 'ZNF416']","['SCRT2', 'SP3', 'ZFP37', 'ZNF10', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF394', 'ZNF639', 'ZSCAN21']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr10,21297952,21298718,4.253262182989375,4.531160458795791,4.297982144500198,3.333701731098421,3.00460302337143,3.761961197852201,,,,"['ATF1', 'ATF4', 'DDIT3', 'DLX1', 'DLX2', 'DLX5', 'EN1', 'FOXA1', 'FOXA2', 'FOXA3', 'FOXK1', 'FOXL2', 'FOXO1', 'HLF', 'HOXA11', 'MYB', 'MYBL1', 'MYBL2', 'NANOG', 'NFIL3', 'NKX6-1', 'NPAS2', 'P300', 'TBP', 'ZNF652']","['GLI4', 'KLF7', 'OSR2', 'PATZ1', 'PRDM1', 'REST', 'SP7', 'ZBTB17', 'ZBTB20', 'ZFP69B', 'ZNF155', 'ZNF2', 'ZNF211', 'ZNF221', 'ZNF223', 'ZNF302', 'ZNF366', 'ZNF391', 'ZNF548', 'ZNF624', 'ZNF629', 'ZNF670', 'ZNF701', 'ZNF707', 'ZNF747', 'ZNF785', 'ZNF791', 'ZSCAN23', 'ZSCAN4']",['H3K4me1']
chr10,22246979,22247650,2.943576902370449,2.972762091079813,3.1144622257609487,2.4749625748799997,2.6859263015076587,2.830850264930353,,,,"['ATF1', 'ATF2', 'ATF3', 'ATF7', 'CEBPA', 'CREB5', 'DMRT1', 'DMRTB1', 'EOMES', 'ESRRB', 'ESRRG', 'FOXD3', 'GATA3', 'GATA4', 'GATA5', 'HLF', 'JUN', 'MYB', 'MYBL1', 'MYBL2', 'NANOG', 'NR2F1', 'NR2F2', 'NR5A2', 'RARA', 'SIX1', 'SIX2', 'SMAD3', 'SMAD4', 'TBX5', 'TGIF1', 'TGIF2', 'THRB', 'TRPS1', 'YY1']","['FEZF1', 'KLF10', 'KLF16', 'KLF7', 'PRDM10', 'SP2', 'SP3', 'SP7', 'ZBTB20', 'ZBTB21', 'ZBTB48', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZNF26', 'ZNF335', 'ZNF362', 'ZNF37A', 'ZNF394', 'ZNF629', 'ZNF692']","['H3K27ac', 'H3K4me1']"
chr10,23369231,23369731,1.476131796603988,1.6243226559078603,1.974074587208077,1.5813814331710967,1.544626751028347,1.806812927066092,,,,"['AR', 'BCL11A', 'EHF', 'ELF3', 'ELF4', 'ELF5', 'ERG', 'ESRRG', 'ETS1', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOXD3', 'GABPA', 'GATA3', 'GATA4', 'GATA5', 'MEF2B', 'MYB', 'MYBL1', 'OLIG2', 'PGR', 'PHOX2A', 'PITX1', 'POU1F1', 'PRDM15', 'PROP1', 'SIX2', 'SOX10', 'SOX15', 'SOX17', 'SOX2', 'SOX3', 'SOX6', 'SPI1', 'SPIB', 'STAT3', 'STAT4', 'TAL1', 'TGIF1', 'TGIF2', 'THRB', 'ZEB1', 'ZIC1']","['FEZF1', 'ZNF664', 'ZSCAN16']","['H3K27ac', 'H3K4me1']"
chr10,28327448,28327953,1.3816247708145073,1.5542520569024814,1.6017784586817518,2.560592998604421,2.3104790553586314,1.9098698762794035,,,,"['AR', 'ATF3', 'BATF', 'CRX', 'EOMES', 'FOSL1', 'FOSL2', 'GFI1B', 'HOXA11', 'JUN', 'JUNB', 'MAFA', 'MEF2A', 'MEF2B', 'MEF2C', 'MEF2D', 'NANOG', 'NFYA', 'OLIG2', 'PITX1', 'SOX10', 'SOX15', 'SOX17', 'SOX2', 'SOX3', 'SOX6', 'SOX7', 'TAL1', 'TGIF1', 'TGIF2', 'THRA', 'THRB', 'TRPS1', 'ZFX', 'ZIC1', 'ZNF416', 'ZNF711']","['ZBTB12', 'ZNF362']",['H3K4me1']
chr10,28940750,28941250,1.8677243904289689,1.8860331423851655,1.9039235106518368,1.6947884588815156,1.6493685291940672,1.7540068657576935,,,,"['AR', 'FOXD3', 'FOXF1', 'FOXK1', 'FOXO1', 'FOXO3', 'HOXA11', 'HOXA13', 'HOXB13', 'HOXD11', 'HOXD13', 'MYBL1', 'MYBL2', 'MYOD1', 'NANOG', 'TAL1', 'TCF12', 'THRB', 'ZNF711']","['PRDM6', 'TSHZ1', 'ZBTB12', 'ZBTB17', 'ZBTB44', 'ZSCAN5C']","['H3K27ac', 'H3K4me1']"
chr10,33315916,33316451,4.777996379657017,4.702506862699835,4.043047252438039,4.177110520876094,3.4202214674011717,3.774493373316248,['NRP1'],[-0.136284991763882],[0.293659904741223],"['ATF4', 'BCL11A', 'DDIT3', 'DLX2', 'EN1', 'ESRRA', 'FLI1', 'FOXA1', 'FOXM1', 'GATA3', 'HLF', 'NANOG', 'NFIL3', 'NFIX', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX6-1', 'NR2F1', 'NR2F2', 'P300', 'PLAGL1', 'RARA', 'TAL1', 'TBP', 'THRB', 'TRPS1', 'ZFX', 'ZNF711']","['ATF2', 'FEZF1', 'GLIS1', 'IKZF3', 'PRDM10', 'PRDM4', 'PRDM6', 'ZBTB10', 'ZBTB44', 'ZBTB48', 'ZIC2', 'ZNF2', 'ZNF24', 'ZNF610', 'ZNF770', 'ZSCAN18']","['H3K27ac', 'H3K4me1']"
chr10,33484550,33485350,17.77167411322676,19.650388520743785,16.284299178998484,14.53467996958953,12.244427023987203,18.701312820592488,['NRP1'],[-0.136284991763882],[0.293659904741223],"['ARNT', 'ATF1', 'ATF4', 'BCL6', 'CDX4', 'CRX', 'DDIT3', 'DLX2', 'EBF1', 'EBF2', 'EN1', 'FOXO1', 'GLI3', 'HLF', 'HOXA11', 'HOXD11', 'KLF14', 'LHX2', 'LHX3', 'MYBL1', 'NANOG', 'NFIL3', 'NKX2-1', 'NKX2-2', 'NKX6-1', 'PITX1', 'SMAD3', 'STAT6', 'TBP', 'ZBTB7A', 'ZNF416']","['ATF2', 'FEZF1', 'IKZF3', 'KLF10', 'KLF9', 'PKNOX1', 'PRDM10', 'PRDM4', 'PRDM6', 'SP7', 'TRIM28', 'ZBTB17', 'ZEB2', 'ZFP69B', 'ZNF24', 'ZNF324', 'ZNF335', 'ZNF518A', 'ZNF561', 'ZNF610', 'ZNF660', 'ZSCAN30']","['H3K27ac', 'H3K4me1']"
chr10,33801724,33802224,3.046801091851087,3.385910044668471,2.684466914956217,2.633382794978542,2.59736716405288,3.419380714950422,['NRP1'],[-0.136284991763882],[0.293659904741223],"['ARNTL', 'CEBPA', 'CLOCK', 'CRX', 'DMC1', 'FOXA1', 'FOXA2', 'FOXA3', 'FOXF1', 'FOXK1', 'FOXK2', 'FOXL2', 'FOXM1', 'FOXO1', 'FOXO3', 'GATA3', 'GATA4', 'GSC', 'HLF', 'HNF1B', 'HOXA13', 'HOXA9', 'HOXD11', 'MITF', 'NANOG', 'NFIL3', 'NPAS1', 'ONECUT2', 'PBX2', 'PDX1', 'PHOX2A', 'POU1F1', 'PROP1', 'SOX10', 'STAT3', 'STAT4', 'STAT6', 'TAL1', 'TCF7', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'THRA', 'THRB', 'TRPS1', 'ZEB1', 'ZNF264']","['KLF8', 'OSR2', 'PKNOX1', 'TSHZ1', 'ZNF24', 'ZNF280D', 'ZNF366', 'ZNF629', 'ZNF692', 'ZSCAN21']",['H3K4me1']
chr10,35821049,35821751,3.8184047757509663,4.885757552784756,4.754100004189382,6.98001477043728,7.072468544312531,7.175407407428805,,,,"['ATF1', 'ATF2', 'ATF7', 'BCL11A', 'CREB5', 'CRX', 'EN1', 'GFI1B', 'GSC', 'HOXA10', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'JUN', 'NKX6-1', 'NPAS4', 'NR2F1', 'OTX2', 'PBX2', 'PITX1', 'PLAGL1', 'PTF1A', 'RARA', 'TAL1', 'TBR1', 'TBX21', 'TCF4', 'TP53', 'TP63', 'TP73', 'TRPS1', 'TWIST2', 'ZBTB18', 'ZNF263', 'ZNF7']","['ATF2', 'BCL11A', 'BCL11B', 'BCL6B', 'FEZF1', 'GFI1B', 'GLIS1', 'KLF10', 'KLF16', 'KLF7', 'KLF8', 'MZF1', 'OSR2', 'PATZ1', 'PRDM10', 'PRDM4', 'PRDM6', 'SCRT1', 'SCRT2', 'SP7', 'TSHZ1', 'WT1', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZEB2', 'ZIC2', 'ZNF121', 'ZNF18', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF398', 'ZNF488', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF629', 'ZNF660', 'ZNF843', 'ZSCAN16', 'ZSCAN21', 'ZSCAN30', 'ZSCAN4', 'ZSCAN5C', 'ZXDB']",['H3K27ac']
chr10,44513564,44514089,2.813557673228205,3.0802760907572018,3.2441045782188622,2.7109904711724284,2.30262580962429,2.457399918729153,,,,"['ATF3', 'ATF4', 'BATF', 'CRX', 'DDIT3', 'FOSL1', 'FOSL2', 'GLI3', 'HOXA13', 'HOXD12', 'JUN', 'JUNB', 'NANOG', 'NFIA', 'NFIX', 'NKX2-2', 'NKX3-1', 'NKX3-2', 'NR2E1', 'RUNX1', 'SMAD2', 'SMAD3', 'SMAD4', 'TAL1', 'TBX5', 'TGIF1', 'TGIF2', 'ZIC1', 'ZIC2', 'ZIC3', 'ZNF263']","['ATF2', 'CTCF', 'PRDM10', 'ZBTB48', 'ZNF263']",['H3K4me1']
chr10,48476248,48476951,4.531293568823718,4.768571560678804,6.887768219288443,8.14461984521618,7.149982146583869,9.951993256064686,,,,"['AR', 'ARNT', 'ASCL1', 'BARX1', 'CRX', 'EBF2', 'ELF4', 'EOMES', 'ERG', 'ETS1', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'GABPA', 'GATA1', 'GATA2', 'GATA3', 'GATA4', 'GATA5', 'HAND2', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'ISL1', 'MYB', 'MYBL1', 'NANOG', 'NFIX', 'NKX3-1', 'NKX6-1', 'PTF1A', 'RBPJ', 'SMAD2', 'SMAD3', 'SMAD4', 'SNAI1', 'SNAI2', 'SNAPC1', 'SPDEF', 'SPI1', 'SPIB', 'TBP', 'TCF12', 'TCF3', 'TP53', 'TP63', 'TP73', 'TRPS1', 'ZEB1', 'ZEB2', 'ZIC1', 'ZNF264', 'ZNF341', 'ZNF416']","['FEZF1', 'GFI1B', 'GLIS1', 'GLIS2', 'IKZF3', 'MZF1', 'OSR2', 'PRDM10', 'PRDM6', 'SP7', 'TRIM28', 'YY1', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZIC2', 'ZNF121', 'ZNF558', 'ZNF585B', 'ZNF610', 'ZNF660', 'ZNF692', 'ZNF843', 'ZSCAN30', 'ZSCAN5C']","['H3K27ac', 'H3K4me1']"
chr10,59336993,59337554,2.7304437346762644,3.55772937178018,4.065239748936174,5.670867827554417,5.557391891556566,5.623143845243407,,,,"['AR', 'ESRRA', 'ESRRB', 'ESRRG', 'HOXD12', 'ISL1', 'NFIA', 'NKX2-2', 'NKX3-2', 'NR2E1', 'NR2F1', 'NR2F2', 'NR2F6', 'NR4A1', 'PGR', 'PITX1', 'RARA', 'SMAD4', 'TAL1', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'THRB', 'ZBTB7A', 'ZIC1']","['FEZF1', 'PRDM10', 'TRIM28', 'ZNF133', 'ZNF660']",['H3K27ac']
chr10,60951333,60951833,4.203032139975032,4.399772217601118,2.436918519575863,2.497368480120362,2.537604851386942,3.2608390763359023,,,,"['ARNTL', 'ATF1', 'ATF7', 'BARX1', 'BCL6', 'CDX4', 'CRX', 'ERG', 'ESRRA', 'ETS1', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOXF1', 'FOXK1', 'FOXK2', 'FOXO1', 'FOXO3', 'FOXP1', 'HLF', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXB4', 'HOXD11', 'HOXD12', 'HOXD13', 'ISL1', 'MAFA', 'MEIS1', 'MNT', 'MYB', 'MYBL1', 'NANOG', 'NFIL3', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-1', 'NKX3-2', 'NKX6-1', 'NPAS2', 'NR2F1', 'NR2F2', 'NR2F6', 'NR5A2', 'P300', 'PITX1', 'PLAGL1', 'RARA', 'SPDEF', 'SRF', 'TBP', 'TBX5', 'TGIF2', 'THRB', 'TWIST1']","['ATF2', 'BCL11A', 'BCL6B', 'FEZF1', 'GFI1B', 'GLI2', 'GLIS1', 'GLIS2', 'HIC1', 'IKZF3', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'MZF1', 'OSR2', 'OVOL3', 'PATZ1', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SCRT1', 'SP2', 'SP3', 'SP7', 'TSHZ1', 'WT1', 'YY2', 'ZBTB1', 'ZBTB17', 'ZBTB21', 'ZBTB26', 'ZBTB44', 'ZBTB48', 'ZEB1', 'ZEB2', 'ZFP37', 'ZFP69B', 'ZNF10', 'ZNF121', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF239', 'ZNF24', 'ZNF280D', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF510', 'ZNF549', 'ZNF558', 'ZNF580', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF770', 'ZNF843', 'ZSCAN16', 'ZSCAN21', 'ZSCAN23', 'ZSCAN4', 'ZSCAN5C', 'ZXDB']",['H3K4me1']
chr10,63703289,63703789,2.7976312598843536,3.0298950922934798,2.371707565572096,2.150656132202432,2.1803727139948994,2.19388761067973,,,,"['AR', 'CDX4', 'ESRRB', 'ESRRG', 'FOXH1', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXD11', 'HOXD13', 'NFIX', 'NFYA', 'NKX2-1', 'NR5A2', 'OLIG2', 'PGR', 'SF1', 'TAL1', 'TGIF1', 'TGIF2', 'THRB', 'ZIC1']","['ATF2', 'PATZ1', 'PKNOX1', 'PRDM1', 'RBAK', 'ZBTB17', 'ZNF324', 'ZNF394', 'ZNF518A', 'ZNF558', 'ZNF580', 'ZNF610', 'ZNF660']",['H3K4me1']
