chrom,start,end,CC_R1,CC_R2,CC_R3,CTCF_R1,CTCF_R2,CTCF_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr10,78974265,78974765,2.2961246373051005,2.018303647914917,2.03678156757491,2.595321763062272,2.371843338978669,2.7314905022301232,"['ZMIZ1', 'RPS24']","[-0.165019202243452, -0.278621896901973]","[0.136882702716337, 0.0074341796859331]","['ATF3', 'E2F6', 'FOXK1', 'FOXO1', 'HOXA11', 'HOXA9', 'HOXD11', 'HOXD12', 'JUN', 'MAZ', 'NANOG', 'TAL1']","['CTCF', 'GLIS1', 'GLIS2', 'IKZF3', 'INSM2', 'KLF8', 'MAZ', 'PATZ1', 'PRDM1', 'PRDM10', 'PRDM4', 'SP7', 'TRIM28', 'ZBTB10', 'ZBTB11', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB48', 'ZBTB49', 'ZBTB8A', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZIC2', 'ZNF189', 'ZNF2', 'ZNF263', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF501', 'ZNF561', 'ZNF596', 'ZNF600', 'ZNF639', 'ZNF692', 'ZNF76', 'ZNF843', 'ZSCAN21', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr10,79260883,79261462,2.215271428066603,1.7787613371305802,2.497155089957864,3.123476937541245,2.939637184939525,3.8387890385945687,"['ZMIZ1', 'PPIF']","[-0.165019202243452, -0.141231900966811]","[0.136882702716337, 0.218682351937077]","['ASCL1', 'ATOH1', 'BHLHA15', 'CEBPA', 'EBF1', 'HOXA11', 'HOXA13', 'HOXD10', 'HOXD11', 'HOXD13', 'MYOG', 'NANOG', 'NEUROD1', 'NEUROG2', 'NPAS4', 'OLIG2', 'PGR', 'PITX1', 'PLAGL1', 'PTF1A', 'SMAD2', 'SMAD3', 'TAL1', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TFAP2A', 'TFAP2C', 'TFAP4', 'THRB', 'TP63', 'TWIST2', 'ZBTB7A', 'ZFX', 'ZNF263', 'ZNF415', 'ZNF711']","['GLIS1', 'MAZ', 'TRIM28', 'ZBTB17', 'ZNF263', 'ZNF398', 'ZNF600', 'ZNF770', 'ZSCAN30']",['H3K4me1']
chr10,86835747,86836306,1.0538759750049034,1.2596657422117532,1.2019560334292414,1.148430943495161,1.2795708867270486,1.2895009951229783,"['MMRN2', 'BMPR1A']","[-0.492876439703335, -0.155451066442014]","[0.408104783807573, 0.136059863076102]","['CRX', 'FOXM1', 'HOXD11', 'IRF3', 'ISL1', 'LHX3', 'NANOG', 'NFATC1', 'NKX6-1', 'OLIG2', 'PBX2', 'PITX1', 'POU1F1', 'SMAD3', 'TAL1', 'TGIF1', 'TWIST2', 'ZNF7']","['GLIS1', 'PRDM6', 'ZNF384']",['H3K4me1']
chr10,97195706,97196206,2.206521178844483,2.152301217928001,1.761729014004965,2.4019523334563195,2.71460245911114,2.437648342141732,"['ARHGAP19', 'SLIT1']","[0.175101263355575, 0.255011131794888]","[0.106149526300897, 0.124507616040574]","['ASCL2', 'BHLHE41', 'EOMES', 'ESRRA', 'FOXK1', 'FOXO1', 'FOXO3', 'GLI3', 'HLF', 'KLF6', 'MEIS1', 'MYB', 'MYBL1', 'MYBL2', 'MYOD1', 'NFIX', 'PITX1', 'PLAGL1', 'PTF1A', 'RARA', 'SIX2', 'SMAD2', 'SMAD3', 'SMAD4', 'SNAI1', 'SNAI2', 'SP2', 'TAL1', 'TBX20', 'TBX5', 'TBX6', 'TCF12', 'TCF3', 'TGIF1', 'TGIF2', 'ZBTB7A', 'ZEB1', 'ZFX', 'ZIC1', 'ZNF263', 'ZNF711']","['ATF2', 'GLIS1', 'KLF10', 'ZBTB17', 'ZBTB21', 'ZBTB26', 'ZBTB48', 'ZIC2', 'ZNF263', 'ZNF335', 'ZNF398', 'ZNF423', 'ZNF600', 'ZNF629', 'ZNF777']","['H3K4me1', 'H3K4me3']"
chr10,110632583,110633083,1.820181185072943,1.301967665057441,1.8700627607615787,2.186226481063821,1.7682432988424823,1.7700709946316742,"['SMC3', 'RBM20']","[0.197153765503848, 0.244412843109927]","[0.0062519882215861, 0.0176942499735098]","['AR', 'BHLHE41', 'CEBPA', 'CRX', 'DMRT1', 'EOMES', 'ESRRA', 'FOXM1', 'HLF', 'MYOD1', 'NFIL3', 'NFIX', 'NR2F2', 'PITX1', 'RARA', 'RORA', 'TAL1', 'TBP', 'TBR1', 'TCF12', 'THRB', 'ZIC1', 'ZNF189']","['MZF1', 'PRDM10', 'ZBTB10', 'ZBTB17', 'ZIC2', 'ZNF184', 'ZNF549', 'ZNF561']",['H3K27ac']
chr10,112783764,112784264,1.9959436630502208,2.217970541813054,1.98996390980001,2.517284881831705,2.23103652283604,2.207042199300965,"['TCF7L2', 'VTI1A']","[0.450684740841987, 0.48500639631532]","[0.0002266388091451, 4.86952525820359e-05]","['AR', 'CRX', 'EHF', 'FOSL1', 'GSC', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD11', 'MEIS1', 'NANOG', 'OTX2', 'PITX1', 'POU1F1', 'PRDM1', 'SREBF1', 'TAL1', 'TBP', 'TGIF1', 'TGIF2', 'THRB', 'ZNF341']","['L3MBTL2', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM6', 'ZBTB17', 'ZBTB48', 'ZFX', 'ZNF24', 'ZNF335', 'ZNF366', 'ZNF423', 'ZNF600']","['H3K27ac', 'H3K4me1']"
chr10,113369247,113369777,1.457683868486784,1.5539333013534855,2.3024487285629425,2.194394259209552,2.2920107481799787,2.5006530778933413,"['TCF7L2', 'HABP2']","[0.450684740841987, 0.0]","[0.0002266388091451, 1.0]","['AR', 'ARNTL', 'EBF2', 'FOXA2', 'HOXA13', 'HOXA9', 'HOXD10', 'MAFA', 'MAFB', 'MAFK', 'MAX', 'MNT', 'NFIX', 'NFYA', 'NPAS1', 'NPAS2', 'NR2E1', 'PLAGL1', 'PRDM1', 'RELA', 'TP53', 'TP63']","['KLF10', 'PKNOX1', 'PRDM6', 'ZBTB8A', 'ZIC2']","['H3K27ac', 'H3K4me1']"
chr10,117216789,117217289,3.133988530097397,2.8398994378513485,4.141107686279655,5.333794972234605,4.810868498514092,6.4670698182995165,['SLC18A2'],[-0.0897873023527531],[0.847325350786175],"['AR', 'EOMES', 'GRHL2', 'NFIX', 'NKX3-1', 'NR2F1', 'NR2F2', 'NR2F6', 'SMAD4', 'TBR1', 'TBX21', 'TBX5', 'TBX6', 'THRB', 'TP53', 'TP63', 'TP73', 'ZIC1']","['AEBP2', 'BCL11A', 'BCL11B', 'CTCF', 'EGR2', 'GLIS1', 'GLIS2', 'HIC1', 'IKZF3', 'INSM2', 'KLF1', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'L3MBTL2', 'MAZ', 'MZF1', 'PATZ1', 'PRDM10', 'PRDM4', 'REST', 'SCRT1', 'SCRT2', 'SP7', 'TSHZ1', 'YY1', 'ZBTB10', 'ZBTB11', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB48', 'ZBTB6', 'ZBTB7A', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZIC2', 'ZNF10', 'ZNF140', 'ZNF146', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF263', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF391', 'ZNF394', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF513', 'ZNF518A', 'ZNF547', 'ZNF561', 'ZNF580', 'ZNF600', 'ZNF610', 'ZNF629', 'ZNF654', 'ZNF660', 'ZNF692', 'ZNF76', 'ZNF777', 'ZNF843', 'ZSCAN21', 'ZSCAN30', 'ZSCAN4', 'ZSCAN5A', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr10,126233869,126234369,1.7823453212282672,2.604914694990057,1.790415012299684,2.5220746957599807,3.0219965852185533,2.3508743779153547,"['FANK1', 'ADAM12']","[-0.320338292260041, -1.59929463224117]","[0.245323302320221, 0.005268155875623]","['AR', 'EN1', 'FOXH1', 'HOXA10', 'HOXA11', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'LHX3', 'NANOG', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX6-1', 'PITX1', 'PLAGL1', 'PRDM15', 'RELA', 'RUNX1', 'TAL1', 'TEAD3', 'TFCP2L1', 'TGIF1', 'TGIF2', 'ZFX', 'ZIC1', 'ZIC2', 'ZIC3', 'ZNF263', 'ZNF711']","['ARNT', 'ATF2', 'BCL11A', 'BCL6B', 'CTBP1', 'FEZF1', 'GFI1B', 'GLI2', 'GLIS1', 'IKZF3', 'INSM2', 'KLF10', 'KLF17', 'KLF7', 'KLF8', 'MZF1', 'OSR2', 'OVOL3', 'PKNOX1', 'PRDM4', 'PRDM6', 'SP7', 'TSHZ1', 'WT1', 'ZBTB1', 'ZBTB12', 'ZBTB17', 'ZEB2', 'ZIC2', 'ZNF10', 'ZNF146', 'ZNF18', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF263', 'ZNF335', 'ZNF34', 'ZNF366', 'ZNF449', 'ZNF513', 'ZNF561', 'ZNF580', 'ZNF596', 'ZNF610', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF770', 'ZNF843', 'ZSCAN23', 'ZSCAN30', 'ZSCAN4', 'ZSCAN5C', 'ZXDB']",['H3K4me1']
chr10,129972112,129972612,3.130760609065265,2.420817142336601,2.3917462579705373,3.974465626161746,3.2107575689508225,3.1632545361884734,"['EBF3', 'GLRX3']","[0.381704747950344, 0.485807487697427]","[5.7239239569974e-05, 4.77889219341111e-06]","['ARNTL', 'BARX1', 'CDX4', 'CLOCK', 'CRX', 'CUX2', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'EN1', 'EOMES', 'ERG', 'ETS1', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'GABPA', 'GSC', 'HOXA1', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXC9', 'HOXD11', 'HOXD12', 'HOXD13', 'ISL1', 'LHX1', 'LHX3', 'MNT', 'NANOG', 'NKX3-1', 'NKX3-2', 'NKX6-1', 'NPAS1', 'NPAS2', 'ONECUT1', 'ONECUT2', 'OTX2', 'P300', 'PBX2', 'PDX1', 'PITX1', 'SOX17', 'TBX5', 'TGIF1', 'TGIF2', 'ZBTB7A', 'ZNF263', 'ZNF467']","['PKNOX1', 'SP7', 'ZBTB26', 'ZBTB8A', 'ZNF335', 'ZNF341']",['H3K4me1']
chr11,17314095,17314595,1.14805077209854,1.1027295570189428,1.3482040755268707,1.353967581091346,1.3542697906378944,1.716756947030292,"['NCR3LG1', 'NUCB2']","[0.176549443207569, 0.103485981501064]","[0.680468879570407, 0.258470352110767]","['ARNTL', 'ATF1', 'ATF2', 'ATF7', 'BHLHE41', 'CREB5', 'GRHL2', 'HOXA13', 'HOXC9', 'HOXD11', 'HOXD13', 'JUN', 'MAFB', 'MITF', 'MYB', 'MYBL1', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-1', 'NPAS4', 'OTX2', 'PBX2', 'PDX1', 'PGR', 'PITX1', 'RORA', 'RORC', 'SIX1', 'SIX2', 'SIX4', 'SMAD2', 'SMAD3', 'SMAD4', 'TBP', 'TBX5', 'TGIF2', 'THRB', 'USF1', 'ZIC1']","['ATF2', 'FEZF1', 'GFI1B', 'IKZF3', 'INSM2', 'MZF1', 'OSR2', 'PKNOX1', 'PRDM1', 'PRDM6', 'SP2', 'SP7', 'TRIM28', 'TSHZ1', 'ZBTB17', 'ZBTB21', 'ZBTB44', 'ZEB1', 'ZEB2', 'ZFP69B', 'ZNF189', 'ZNF24', 'ZNF324', 'ZNF341', 'ZNF366', 'ZNF394', 'ZNF558', 'ZNF600', 'ZNF629', 'ZNF660', 'ZNF692', 'ZSCAN21', 'ZSCAN5C', 'ZXDB']",['H3K27ac']
chr11,46554126,46554626,1.5358448270886205,1.8594054632781485,1.4610441076688987,1.7781428884507906,1.8920871031690116,1.3468462236813603,"['CHRM4', 'AMBRA1']","[-0.0807564702758921, 0.07459763936777]","[0.791916471145349, 0.448320868702891]","['ATF3', 'ATF4', 'BATF', 'CDX2', 'CDX4', 'CRX', 'CUX1', 'DDIT3', 'ETV1', 'FOSL1', 'FOSL2', 'GSC', 'HLF', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'JUN', 'JUNB', 'LEF1', 'NFE2L2', 'NFIL3', 'NKX2-1', 'NKX2-2', 'NR2F2', 'ONECUT2', 'OTX2', 'PITX1', 'RARA', 'SOX15', 'SOX2', 'SOX6', 'TEAD1', 'THRB']","['BCL6B', 'GFI1B', 'IKZF3', 'KLF8', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM6', 'SCRT2', 'SP7', 'TRIM28', 'ZBTB17', 'ZBTB21', 'ZBTB48', 'ZEB2', 'ZFP37', 'ZFP69B', 'ZNF189', 'ZNF24', 'ZNF324', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF384', 'ZNF394', 'ZNF629', 'ZNF639', 'ZSCAN21', 'ZSCAN23', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr11,65477324,65477824,5.664264395925264,6.173834559362635,4.68939595845797,5.684754043273482,6.253695750742985,4.9972959972033495,"['FRMD8', 'SCYL1']","[0.246081468877467, 0.0955553731136548]","[0.0236410407676563, 0.224926625354717]","['ARNTL', 'ASCL1', 'ATF3', 'ATOH1', 'BACH2', 'BATF', 'BHLHA15', 'BHLHE40', 'BHLHE41', 'CLOCK', 'CREB1', 'ELK1', 'EPAS1', 'ETV1', 'ETV4', 'FLI1', 'FOSL1', 'FOSL2', 'JUN', 'JUNB', 'MAFA', 'MAFK', 'MEIS1', 'MITF', 'MYC', 'MYCN', 'NANOG', 'NEUROG2', 'NFE2', 'NFE2L2', 'NFYA', 'NPAS1', 'NPAS2', 'OLIG2', 'PTF1A', 'SMAD2', 'SMAD3', 'SMAD4', 'TAL1', 'TCF12', 'TCF21', 'TCF4', 'TFE3', 'TGIF2', 'TWIST2', 'USF1', 'USF2', 'ZBTB18', 'ZIC1']","['ATF2', 'BCL11A', 'BCL11B', 'EGR2', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'KLF1', 'KLF10', 'KLF17', 'KLF8', 'MAZ', 'PATZ1', 'PRDM10', 'SP2', 'SP3', 'SP7', 'TSHZ1', 'WT1', 'ZBTB10', 'ZBTB11', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB48', 'ZBTB7A', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZFX', 'ZIC2', 'ZNF189', 'ZNF2', 'ZNF202', 'ZNF221', 'ZNF24', 'ZNF335', 'ZNF341', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF561', 'ZNF600', 'ZNF610', 'ZNF629', 'ZNF660', 'ZNF692', 'ZNF76', 'ZSCAN18', 'ZSCAN21', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr11,67464842,67465342,5.282518592453013,4.833926282469602,5.819038487029827,6.864662356891615,7.567708112471931,7.486300700155998,['TMEM134'],[0.137360123227413],[0.345324797328429],"['AR', 'CRX', 'E2F3', 'E2F6', 'EGR1', 'EGR2', 'ESRRA', 'GLI3', 'HAND2', 'KLF10', 'KLF14', 'MAZ', 'MITF', 'NKX2-1', 'NKX2-2', 'NPAS2', 'PITX1', 'SMAD4', 'THRB', 'WT1', 'ZBTB7A', 'ZEB1', 'ZEB2', 'ZNF263', 'ZNF281']","['BCL11A', 'EGR2', 'GLIS1', 'GLIS2', 'HIC1', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'MAZ', 'PATZ1', 'PRDM10', 'SP2', 'SP3', 'SP7', 'WT1', 'ZBTB11', 'ZBTB26', 'ZBTB48', 'ZBTB6', 'ZBTB7A', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZNF398']","['H3K27ac', 'H3K4me3']"
chr11,107218076,107218576,1.7508631028810269,1.3876560955237591,1.893660686236215,2.05352310447956,1.8332941398579008,1.955126541697382,"['CWF19L2', 'GUCY1A2']","[0.138390633439106, 1.46850448718497]","[0.139500445448214, 6.41032439311674e-08]","['AR', 'ATF4', 'BCL6', 'DDIT3', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'EN1', 'ESRRA', 'FOXO1', 'MEF2B', 'MEF2C', 'NANOG', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-2', 'NKX6-1', 'PBX2', 'PGR', 'PITX1', 'PKNOX1', 'RARA', 'SIX1', 'SIX2', 'SNAPC1', 'STAT4', 'TCF7', 'TEAD1', 'TEAD3', 'TEAD4', 'THRB', 'ZNF264']","['GLIS2', 'PRDM10', 'SCRT1', 'TRIM28', 'ZNF263', 'ZNF398', 'ZNF513']",['H3K4me1']
chr11,114198414,114198914,2.198752209720888,2.2968860786561582,2.6324556942005133,3.124635148183454,3.14120084927322,2.9849463197451165,['ZBTB16'],[0.0287038096924255],[0.917937731814413],"['AR', 'ARNT', 'ARNTL', 'EOMES', 'HOXA13', 'HOXD11', 'HOXD13', 'IRF3', 'MAX', 'MAZ', 'MEIS1', 'MITF', 'MNT', 'MYC', 'MYCN', 'NFIX', 'NKX2-1', 'NKX2-2', 'NPAS1', 'PHOX2A', 'PROP1', 'SOX10', 'SOX3', 'SOX6', 'TAL1', 'TBX5', 'TEAD1', 'TGIF1', 'TGIF2', 'USF1', 'WT1', 'ZIC1']","['BCL11A', 'FEZF1', 'GFI1B', 'INSM2', 'KLF10', 'PRDM4', 'PRDM6', 'SP7', 'TRIM28', 'ZBTB17', 'ZBTB21', 'ZBTB6', 'ZEB2', 'ZIC2', 'ZNF189', 'ZNF341', 'ZNF384', 'ZNF501', 'ZNF600', 'ZNF629', 'ZNF692', 'ZNF843', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr12,10372755,10373255,2.088089568134797,1.992565702240132,1.97605722830114,1.831855748706066,2.044465713649791,2.0635062812010028,"['KLRK1', 'KLRD1']","[0.36690707594323, 0.257689141913913]","[0.810245452365948, 0.722074462150251]","['AR', 'FOXA1', 'FOXA2', 'FOXD3', 'FOXO1', 'GATA3', 'GSC', 'HOXA11', 'HOXA13', 'HOXB13', 'HOXD10', 'HOXD11', 'HOXD12', 'MEIS1', 'MYNN', 'NFIL3', 'NFIX', 'P300', 'PGR', 'PITX1', 'PRDM15', 'SIX1', 'SIX2', 'SOX15', 'SOX3', 'TGIF1', 'TGIF2', 'THRB', 'TRPS1', 'ZIC1', 'ZNF189', 'ZNF675']","['GLIS1', 'KLF1', 'PRDM10', 'ZIC2']",['H3K4me1']
chr12,27549341,27549841,1.111124661443729,1.0966255802406455,1.6809827034112566,1.7604774254068336,1.5546444662301389,1.9369925198351772,"['REP15', 'PPFIBP1']","[-0.791925114371605, 0.0616901032187802]","[0.596342911491025, 0.648915324217221]","['AR', 'BARX1', 'BCL6', 'DLX1', 'DLX2', 'EHF', 'ELF1', 'ELF3', 'ELF4', 'ELF5', 'ELK1', 'ERG', 'ETS1', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'GABPA', 'GATA3', 'GATA4', 'GATA5', 'HOXC9', 'KLF5', 'KLF6', 'NKX6-1', 'PBX2', 'PDX1', 'PITX1', 'RBPJ', 'RFX6', 'SNAPC1', 'SOX6', 'SPDEF', 'TRPS1', 'ZIC1']","['ATF2', 'EGR2', 'GLI4', 'GLIS1', 'GLIS2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'L3MBTL2', 'MAZ', 'MYNN', 'OSR2', 'OVOL3', 'PATZ1', 'PRDM1', 'PRDM10', 'PRDM4', 'REST', 'SP2', 'SP3', 'SP7', 'WT1', 'ZBTB11', 'ZBTB17', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZNF10', 'ZNF24', 'ZNF302', 'ZNF335', 'ZNF341', 'ZNF558', 'ZNF580', 'ZNF600', 'ZNF610', 'ZNF629', 'ZNF660', 'ZNF692', 'ZNF707', 'ZSCAN21', 'ZSCAN23', 'ZSCAN4', 'ZSCAN5C']","['H3K4me1', 'H3K4me3']"
chr12,53696580,53697151,1.9352638538314733,1.7248105189949028,2.1402677474185583,2.815964908523323,2.41032927359266,3.050473653820893,['CALCOCO1'],[0.127620333605423],[0.223090288577609],"['AR', 'E2F6', 'ESRRA', 'ESRRB', 'ESRRG', 'ISL1', 'KLF1', 'KLF14', 'KLF5', 'KLF6', 'MAFK', 'NFIX', 'NR2F1', 'NR2F2', 'NR2F6', 'NR5A2', 'PLAGL1', 'RARA', 'RARG', 'SF1', 'SIX2', 'SP1', 'SP2', 'TAL1', 'THRB', 'ZBTB12', 'ZFP57', 'ZNF263']","['CTBP1', 'FEZF1', 'HDGF', 'IKZF3', 'KLF17', 'L3MBTL2', 'MZF1', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM6', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'WT1', 'ZBTB17', 'ZBTB20', 'ZBTB44', 'ZBTB6', 'ZEB2', 'ZFX', 'ZNF2', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF394', 'ZNF398', 'ZNF501', 'ZNF513', 'ZNF561', 'ZNF600', 'ZNF610', 'ZNF629', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr12,65729597,65730152,1.695751189231019,1.4104649704788943,1.5963853936373302,2.0539712436599955,1.910555862587042,2.153699357228801,"['MSRB3', 'HMGA2']","[-0.138543991339586, 0.12160419956023]","[0.207976019674957, 0.311261045100239]","['ATF1', 'ATF2', 'ATF7', 'CREB5', 'DLX2', 'EN1', 'GRHL2', 'GSC', 'HLF', 'JUN', 'LHX3', 'MYB', 'MYBL1', 'NANOG', 'NEUROG2', 'NFIL3', 'NKX6-1', 'OLIG2', 'PITX1', 'RELA', 'SOX6', 'TAL1', 'TGIF1', 'TGIF2']","['HIC1', 'KLF1', 'MAZ', 'OSR2', 'PATZ1', 'SCRT2', 'SP7', 'ZBTB10', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZFHX2', 'ZIC2', 'ZNF189', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF394', 'ZNF501', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr12,75878158,75878658,1.6277329791366577,1.9051181648886517,2.0057438340421965,2.2774402574904142,2.7968900971474437,2.8483271459336863,"['KRR1', 'PHLDA1']","[0.0809717737230837, 0.52408724720231]","[0.394796124839724, 0.0143480005935387]","['AR', 'ARNT', 'CRX', 'EGR1', 'GATA1', 'GATA2', 'GATA3', 'GATA4', 'GATA5', 'ISL1', 'MEIS1', 'MYB', 'MYBL1', 'PITX1', 'PRDM10', 'SIX2', 'SNAPC1', 'TBR1', 'TGIF1', 'TGIF2', 'TRPS1']","['EGR2', 'GFI1B', 'HIC1', 'PRDM1', 'PRDM6', 'SP7', 'ZFHX2', 'ZNF335', 'ZNF362', 'ZNF384', 'ZNF501', 'ZNF843']",['H3K4me1']
chr12,102406191,102406691,1.715541155321558,2.432442011372598,2.261859734413888,2.074325913642211,2.9399371479175787,2.353530203568236,,,,"['CEBPA', 'EOMES', 'FOXA1', 'FOXA2', 'FOXA3', 'FOXD3', 'FOXM1', 'FOXO1', 'HLF', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXD11', 'HOXD13', 'MYBL1', 'MYBL2', 'MYOG', 'NFIL3', 'NKX2-1', 'OLIG2', 'ONECUT2', 'PGR', 'PTF1A', 'RFX6', 'SMAD2', 'SMAD3', 'TAL1', 'TBP', 'TBX21', 'TBX5', 'TBX6', 'TCF21', 'TFAP4', 'TGIF1', 'TWIST2']","['GLIS2', 'SCRT2', 'ZBTB48', 'ZNF366']",['H3K4me1']
chr12,116123080,116123580,1.2889466953300834,1.0565626497274798,1.26367052768016,1.2049575619766737,1.2139380115275291,1.2541565823477243,['MED13L'],[0.0478260052828724],[0.847885175733164],"['AR', 'ARNTL', 'ATF1', 'ATF3', 'ATF4', 'ATF7', 'DDIT3', 'EHF', 'FOXA1', 'FOXF1', 'FOXH1', 'FOXK1', 'FOXO3', 'HLF', 'JUN', 'MITF', 'MNT', 'MYB', 'NFIL3', 'NPAS1', 'NPAS2', 'PGR', 'POU1F1', 'PROP1', 'SMAD2', 'SMAD3', 'SMAD4', 'SPDEF', 'TRPS1', 'USF2']","['ATF2', 'BCL11B', 'GLIS1', 'KLF10', 'MAZ', 'MZF1', 'OSR2', 'PATZ1', 'PRDM6', 'SCRT2', 'SP7', 'TSHZ1', 'WT1', 'ZBTB12', 'ZBTB26', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZEB2', 'ZNF10', 'ZNF189', 'ZNF263', 'ZNF341', 'ZNF660', 'ZNF792', 'ZXDB']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr12,123238633,123239133,1.6470230877112018,1.6543532153823852,1.9082273068995708,1.8585175868815589,1.9080588966235588,2.0479356862374707,"['MPHOSPH9', 'CDK2AP1']","[-0.045083096794474, 0.385738412499128]","[0.751906241196185, 0.009153428930052]","['ARNTL', 'CDX4', 'CLOCK', 'HLF', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXD11', 'HOXD13', 'MAX', 'MNT', 'MYC', 'MYCN', 'NPAS1', 'NPAS2', 'PTF1A', 'SNAPC1', 'TCF12', 'TCF4', 'USF1', 'ZBTB12', 'ZNF415']","['ZBTB6', 'ZNF335', 'ZNF600']","['H3K27ac', 'H3K36me3']"
chr13,45782549,45783049,1.6487276375423645,1.905773605533104,1.868377953542436,1.8040155004656444,2.1179404563068127,2.0360272512842523,,,,"['AR', 'BCL6', 'ERG', 'ESRRA', 'ESRRB', 'ESRRG', 'ETV1', 'ETV4', 'GABPA', 'MAFA', 'MEIS1', 'MITF', 'NANOG', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-1', 'NKX3-2', 'NPAS4', 'NR2F1', 'NR2F2', 'NR2F6', 'NR5A2', 'PGR', 'PLAGL1', 'RARA', 'RBPJ', 'RFX6', 'SF1', 'SMAD2', 'SMAD3', 'SMAD4', 'SOX10', 'SOX15', 'SOX9', 'STAT6', 'TBX21', 'TBX5', 'TBX6', 'TGIF1', 'TGIF2', 'THRB', 'ZNF416', 'ZNF519', 'ZNF711']","['GLIS1', 'KLF9', 'WT1', 'ZBTB44', 'ZNF561']",['H3K4me1']
